Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Category),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Flagged),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
FIT [1] – Verify Email Sending in Programs,ORBIS-819,18352,Bug,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,24/Feb/26 2:44 PM,26/Feb/26 5:59 AM,,26/Feb/26 5:59 AM,,0,No-QA-Required,,"Review and modify the email sending process when creating Programs.
Currently, the email is retrieved from the *User* object; it must be updated to use *OC_User* for email extraction.

Additionally, review other similar email sending cases to ensure consistency.",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009gi:,ORBIS Sprint 9,,,,,5.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,26/Feb/26 5:59 AM
FIT [4] – Add Fields Back to Milestones View,ORBIS-818,18351,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,24/Feb/26 2:44 PM,25/Feb/26 8:30 AM,,25/Feb/26 8:30 AM,,0,,,"*Document:* [https://orbiscompliancellc.sharepoint.com/:w:/s/ORBISDevelopment-OIS/IQD0pxwCbR6LQIgYp2EQZsXwAa6e9zIfVvuUr3e_WduQqmE?e=6coTOV|https://orbiscompliancellc.sharepoint.com/:w:/s/ORBISDevelopment-OIS/IQD0pxwCbR6LQIgYp2EQZsXwAa6e9zIfVvuUr3e_WduQqmE?e=6coTOV|smart-link] 
*Feedback Number:* 2

h3. 📝 Description

The Milestones view no longer displays certain fields and does not properly reflect the configuration according to the project type.

*Roberto Says:*

{quote}“Los Milestones cambiaron su Vista ya no muestran los valores del Pais - Owner - OC Owner tampoco los Milestones estan con el setup correspondinte al proyecto si es de Type Document Revision o Testing para mostrarse en el Website de Orbis Compliance ”{quote}

Current:

!image-20260224-225031.png|width=265,alt=""image-20260224-225031.png""!

Before:

!image-20260224-225039.png|width=265,alt=""image-20260224-225039.png""!

h3. AC:

* Add to the current view the fields that existed in the previous view.",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/Feb/26 2:50 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260224-225031.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16239,24/Feb/26 2:50 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260224-225039.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009h6:,ORBIS Sprint 9,,,,,3.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,25/Feb/26 8:30 AM
Create Trigger to Restrict Critical Path Milestones ,ORBIS-817,18318,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,23/Feb/26 10:09 AM,24/Feb/26 7:39 PM,,24/Feb/26 7:39 PM,,0,,,"The trigger must allow activating as critical path only the milestones whose names are in the list: Project Kickoff, CB initial steps, Perito, Product Testing, Certificate.",,elvys nilton mamani herbas,,,,,627bd786694943006f3538bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009g2:,ORBIS Sprint 9,,,,,,,,,,,,,,,18052,ORBIS-793,DEPLOY - Production Deployment (Code & Configuration),Done,24/Feb/26 7:39 PM
Update rule in Trigger Project Actual lead Time,ORBIS-816,18316,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,23/Feb/26 10:07 AM,23/Feb/26 6:37 PM,,23/Feb/26 6:37 PM,,0,,,,,Ruben Orellana Gutierrez,,,,,712020:56472b32-05f9-4cf4-8890-dfc424324468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009fu:,ORBIS Sprint 9,,,,,,,,,,,,,,,18052,ORBIS-793,DEPLOY - Production Deployment (Code & Configuration),Done,23/Feb/26 6:37 PM
Update code to modify rule in milestone templates,ORBIS-815,18282,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,23/Feb/26 5:35 AM,23/Feb/26 6:22 PM,,23/Feb/26 10:25 AM,,0,,,"*Problem:*

Some templates do not have the Milestones Certificate or Certification, therefore it will not be possible to calculate the LEAD TIME of the project.

[Smart Tables List.xlsx|https://orbiscompliancellc-my.sharepoint.com/:x:/g/personal/jquispe_orbiscompliance_com/IQDGBSMOKf4hTbxTu1Fj2CzyAfKr7cvhQOkAL8MPel4DKsU?wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1767807064699&web=1]

*Solution:*

Add a “*” at the end of the Milestone to the Final Milestones (equivalent to Certificate).

Therefore, the algorithm must be modified to consider this “*” as part of a Final Milestone.

*Example:*

{noformat}......includes(‘certif’).includes(‘*’){noformat}

Result

Certificate

Certification

CB Certification

Dictum Received*

Test Report*",,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009fm:,ORBIS Sprint 9,,,,,5.0,,,,,,,,,,18052,ORBIS-793,DEPLOY - Production Deployment (Code & Configuration),Done,23/Feb/26 10:25 AM
DEFECT: Points added at the end of the Country name in the PDF's,ORBIS-814,18248,Bug,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,High,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,23/Feb/26 4:45 AM,09/Mar/26 7:00 AM,,26/Feb/26 5:52 AM,,0,,,"*Description:*

Points added to the end of the Country name in the PDF generated for all countries

*Requirements:*

Have created a quote

*Steps:*

# Log in to the SF application.
# Go to the Quote for a quotation already created.
# Click on the OIS Create PDF
# Check the Country names

*Attachment:*

!Screenshot 2026-02-23 at 8.48.14 AM.png|width=922,alt=""Screenshot 2026-02-23 at 8.48.14 AM.png""!



!Screenshot 2026-02-23 at 8.49.09 AM.png|width=922,alt=""Screenshot 2026-02-23 at 8.49.09 AM.png""!





*Actual Result:*

Country names are displayed with points at the end

*Expected Result:*

Country names should be displayed properly",,Diego Fernando Sivila Ramirez,,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/Feb/26 4:50 AM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2026-02-23 at 8.48.14 AM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16103,23/Feb/26 4:50 AM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2026-02-23 at 8.49.09 AM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16102,24/Feb/26 4:51 PM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2026-02-24 at 8.50.15 PM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16279,24/Feb/26 5:35 AM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2026-02-24 at 9.33.37 AM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|hzzzzy:zzzzzzzy,ORBIS Sprint 9,,,,,,,,"24/Feb/26 5:35 AM;712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1;[~accountid:627bd786694943006f3538bf] 

I reviewed the fix, but the problem changed, and it is not possible generate the pdf.

!Screenshot 2026-02-24 at 9.33.37 AM.png|width=882,alt=""Screenshot 2026-02-24 at 9.33.37 AM.png""!

CC: [~accountid:712020:1221cfec-034b-400d-9d4f-3d10e690f80a] 



 ","24/Feb/26 4:51 PM;712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1;[~accountid:627bd786694943006f3538bf] 

I reviewed the defect, selecting random quotes, and the PDF is not generated in the following quotes:

* [https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru00000235ZtKAI/view|https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru00000235ZtKAI/view]
* [https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru0000021CSbKAM/view|https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru0000021CSbKAM/view]
* [https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru000001vhhDKAQ/view|https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru000001vhhDKAQ/view]
* [https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru0000024siDKAQ/view|https://orbiscompliance--dev24.sandbox.lightning.force.com/lightning/r/Quote/0Q0Ru0000024siDKAQ/view]



!Screenshot 2026-02-24 at 8.50.15 PM.png|width=867,alt=""Screenshot 2026-02-24 at 8.50.15 PM.png""!



CC: [~accountid:712020:1221cfec-034b-400d-9d4f-3d10e690f80a] ",,,,,,,,,Done,26/Feb/26 5:52 AM
NTQ [4] - Configure Finance Quote Line View Based on Language and Currency,ORBIS-813,18215,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,19/Feb/26 1:56 PM,09/Mar/26 6:54 AM,,09/Mar/26 6:54 AM,,0,,,"Video Explainer 
[Currency Type and Exchange Rate Improvement-20260227_003319-Grabación de la reunión.mp4|https://orbiscompliancellc-my.sharepoint.com/:v:/g/personal/emamani_orbiscompliance_com/IQCskiCpvEAET5W_sw6jiEkpAe9kcw8HN0mev7t3F3tjFao?e=BWkr6C]



Enhance Finance quotes in Salesforce to allow defining and persisting *language, currency, and exchange rate*, ensuring that the quote line display and PDF generation correctly reflect this configuration.

!image-20260219-220622.png|width=264,alt=""image-20260219-220622.png""!

ORBIS Case Development:
[OCD-0075 | ORBIS Cases-Development | Salesforce|https://orbiscompliance.lightning.force.com/lightning/r/ORBIS_Cases_Development__c/a3NRQ00000N8xH22AJ/view]

h3. Acceptance Criteria

* Create a new field to persist the selected *Language and Currency Type* in the quote:
** US Dollars
** Mexican Pesos
** Brazilian Reais
* Add an editable field to register the *exchange rate* being used in the quote.
* The quote line view must dynamically update according to the selected currency and exchange rate.
* When generating the quote PDF, the defined language must be automatically set as the document’s default language.
* Once the Opportunity status changes to *“Closed Won”* or *“Closed Lost”*:
** Language, currency, and exchange rate fields must no longer be editable.
** Requote actions must not be allowed.
* Add Grant Total and Discounts, similary to the PDF",,elvys nilton mamani herbas,Saul Mamani,,,,627bd786694943006f3538bf,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Feb/26 2:06 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260219-220622.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:shhb,ORBIS Sprint 9,,,,,21.0,,,"27/Feb/26 4:44 AM;627bd786694943006f3538bf;Video explainer 

[Currency Type and Exchange Rate Improvement-20260227_003319-Grabación de la reunión.mp4|https://orbiscompliancellc-my.sharepoint.com/:v:/g/personal/emamani_orbiscompliance_com/IQCskiCpvEAET5W_sw6jiEkpAe9kcw8HN0mev7t3F3tjFao?e=BWkr6C]",,,,,,,14268,ORBIS-553,Quotation System,Done,09/Mar/26 6:54 AM
NTQ [3] - Add “Approved Not Sent to Client” Filter to Engineering Quotes,ORBIS-812,18214,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Low,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,19/Feb/26 1:53 PM,02/Mar/26 6:24 AM,,02/Mar/26 6:24 AM,,0,,,"Add a new filter to the Engineering quote list view in Salesforce.

ORBIS Case Development:
[OCD-0075 | ORBIS Cases-Development | Salesforce|https://orbiscompliance.lightning.force.com/lightning/r/ORBIS_Cases_Development__c/a3NRQ00000N8xH22AJ/view]

!image-20260219-215535.png|width=264,alt=""image-20260219-215535.png""!

*Filter Name:*
Approved Not Sent to Client

h3. Acceptance Criteria

The filter must display only quotes that:

* Have been reviewed and/or approved by Elizabeth.
* Do not have the status *“Register Sent to Client”* recorded.",,Ruben Orellana Gutierrez,Saul Mamani,,,,712020:56472b32-05f9-4cf4-8890-dfc424324468,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Feb/26 1:55 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260219-215535.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:shh,ORBIS Sprint 9,,,,,8.0,,,"27/Feb/26 7:31 AM;712020:56472b32-05f9-4cf4-8890-dfc424324468;Short Video regarding *New Filter ApprovedNotSentToClient:*

[Orbis Case Development New Filter Approved Not Sent To Client-20260225_142348-Meeting Recording.mp4|https://orbiscompliancellc-my.sharepoint.com/:v:/g/personal/rorellana_orbiscompliance_com/IQB_q0PfpwT2RoJe5Y2JAwt_AfOA3PVQBFGLrNJW2d8zHH4?e=smZ79o]",,,,,,,14268,ORBIS-553,Quotation System,Done,02/Mar/26 6:24 AM
NTQ [2] - Display and Count “Reopen” History in Engineering Quotes,ORBIS-811,18213,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Low,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,19/Feb/26 1:49 PM,02/Mar/26 6:24 AM,,02/Mar/26 6:24 AM,,0,,,"The system must display the number of times a quote has been marked as *“Reopen”* within the Engineering quote list view.

!image-20260219-215130.png|width=264,alt=""image-20260219-215130.png""!

!image-20260223-150651.png|width=375,alt=""image-20260223-150651.png""!



ORBIS Case Development:
[OCD-0075 | ORBIS Cases-Development | Salesforce|https://orbiscompliance.lightning.force.com/lightning/r/ORBIS_Cases_Development__c/a3NRQ00000N8xH22AJ/view]

h3. Acceptance Criteria

* Add a visible counter in the *“On Revision”* column showing the total number of “Reopen” events associated with each quote.
* When hovering over the counter (tooltip), the system must display:
** The list of “Reopen” events.
** The description or comment associated with each Reopen.",,Ruben Orellana Gutierrez,Saul Mamani,,,,712020:56472b32-05f9-4cf4-8890-dfc424324468,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Feb/26 1:51 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260219-215130.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16067,23/Feb/26 7:06 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260223-150651.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:shg,ORBIS Sprint 9,,,,,8.0,,,"27/Feb/26 7:30 AM;712020:56472b32-05f9-4cf4-8890-dfc424324468;Short video for *Reopen Improvements*

[Orbis Case Development, Improve Reopen functionality-20260225_152802-Meeting Recording.mp4|https://orbiscompliancellc-my.sharepoint.com/:v:/g/personal/rorellana_orbiscompliance_com/IQBfPznfBL9vTpgqFTLlZeUeAWwrgyt4xlD5aYScQiR6F08?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D&e=1Cn6W3]",,,,,,,14268,ORBIS-553,Quotation System,Done,02/Mar/26 6:24 AM
NTQ [1] - Update Engineering Quote List When “Reopen” Is Executed in Finance,ORBIS-810,18212,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Low,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,19/Feb/26 1:43 PM,02/Mar/26 6:24 AM,,02/Mar/26 6:24 AM,,0,,,"When the *“Reopen”* action is executed from the Finance quote in Salesforce, the related Engineering quote must be automatically updated with the following actions:

!image-20260219-214749.png|width=264,alt=""image-20260219-214749.png""!

ORBIS Case Development:
[OCD-0075 | ORBIS Cases-Development | Salesforce|https://orbiscompliance.lightning.force.com/lightning/r/ORBIS_Cases_Development__c/a3NRQ00000N8xH22AJ/view]

h3. Acceptance Criteria

* The approval icon (hand) must be unchecked in the Engineering quote.
* The status/value in the *“On Revision”* column must be cleared/removed.
* The update must be triggered automatically and immediately when “Reopen” is executed.
* No unrelated quotes should be affected.",,Ruben Orellana Gutierrez,Saul Mamani,,,,712020:56472b32-05f9-4cf4-8890-dfc424324468,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Feb/26 1:48 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260219-214749.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/16065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:shf,ORBIS Sprint 9,,,,,8.0,,,"27/Feb/26 7:30 AM;712020:56472b32-05f9-4cf4-8890-dfc424324468;Short video for *Reopen Improvements*

[Orbis Case Development, Improve Reopen functionality-20260225_152802-Meeting Recording.mp4|https://orbiscompliancellc-my.sharepoint.com/:v:/g/personal/rorellana_orbiscompliance_com/IQBfPznfBL9vTpgqFTLlZeUeAWwrgyt4xlD5aYScQiR6F08?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D&e=1Cn6W3]",,,,,,,14268,ORBIS-553,Quotation System,Done,02/Mar/26 6:24 AM
Update Version of certificate of DEAE,ORBIS-809,18179,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,19/Feb/26 5:45 AM,03/Mar/26 4:33 AM,,03/Mar/26 4:33 AM,,0,,,,,Juan Quispe,,,,,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009f6:,ORBIS Sprint 9,,,,,,,,,,,,,,,17917,ORBIS-786,MCB - Modification of DEAE validity,Done,03/Mar/26 4:33 AM
Design a prototype,ORBIS-808,18177,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,19/Feb/26 5:44 AM,23/Feb/26 11:45 AM,,23/Feb/26 11:45 AM,,0,,,"Desing a prototype to include:

a. Classify documents as “Internal” and “External.”

b. Each document must allow variations within the same category.
*Example:*

* User Manual
** Spanish
** Portuguese
** English

c. Clients will only be able to view and upload documents classified as “External.”",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009ey:,ORBIS Sprint 9,,,,,8.0,,,,,,,,,,18141,ORBIS-806,Standardization of Document Names,Done,23/Feb/26 11:45 AM
Analyze a possible solution for the system,ORBIS-807,18175,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,19/Feb/26 5:42 AM,23/Feb/26 11:45 AM,,23/Feb/26 11:45 AM,,0,,,"Analyze a possible solution for the system.

* Class diagram",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009eq:,ORBIS Sprint 9,,,,,,,,,,,,,,,18141,ORBIS-806,Standardization of Document Names,Done,23/Feb/26 11:45 AM
